"","Regions_ID","Regionsname","y_1850","y_1860","y_1870","y_1880","y_1890","y_1900","y_1910","y_1920","y_1930","y_1940","y_1950","y_1960","y_1970","y_1980","y_1990","y_2000","y_2014","Hist.-Nummer","Kanton","Bezirks-nummer","Bezirksname","Gemeindename","Datum der Aufnahme"
"1720",6645,"Veyrier","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %",10902,"GE",2500,"Cant. de Genève","Veyrier","1848-09-12"
"1721",303,"Grossaffoltern",NA,"Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit Reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %",14997,"BE",243,"Seeland","Grossaffoltern","2010-01-01"
"1722",853,"Rüschegg",NA,"Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit Reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %",15284,"BE",246,"Bern-Mittelland","Rüschegg","2010-01-01"
"1723",3921,"Arosa",NA,"Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit Reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 40,0 - 59,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 40,0 - 59,9 %","Mehrheit reformiert: 40,0 - 59,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 40,0 - 59,9 %","Mehrheit reformiert: 40,0 - 59,9 %","Mehrheit reformiert: 40,0 - 59,9 %","Mehrheit reformiert: 40,0 - 59,9 %",16060,"GR",1848,"Plessur","Arosa","2017-01-01"
"1724",4035,"Niederrohrdorf",NA,"Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %",12565,"AG",1902,"Baden","Niederrohrdorf","1854-01-01"
"1725",4037,"Oberrohrdorf",NA,"Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %",12453,"AG",1902,"Baden","Oberrohrdorf","1854-01-01"
"1726",4039,"Remetschwil",NA,"Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %",13164,"AG",1902,"Baden","Remetschwil","1854-01-01"
"1727",4183,"Zeihen",NA,"Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %",10309,"AG",1906,"Laufenburg","Zeihen","1853-01-01"
"1728",5315,"Linescio",NA,"Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %",12814,"TI",2108,"Vallemaggia","Linescio","1858-01-01"
"1729",5406,"Lavey-Morcles",NA,"Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit Reformiert: ≥ 80,0 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 40,0 - 59,9 %","Mehrheit reformiert: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %",14645,"VD",2221,"Aigle","Lavey-Morcles","2006-09-01"
"1730",6602,"Anières",NA,"Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit reformiert: 40,0 - 59,9 %","Mehrheit reformiert: 40,0 - 59,9 %","Mehrheit reformiert: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit mit anderer oder ohne Religionszugehörigkeit: 20,0 - 39,9 %","Mehrheit mit anderer oder ohne Religionszugehörigkeit: 20,0 - 39,9 %",11776,"GE",2500,"Cant. de Genève","Anières","1858-01-01"
"1731",6605,"Bardonnex",NA,"Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %",11692,"GE",2500,"Cant. de Genève","Bardonnex","1851-01-01"
"1732",6606,"Bellevue",NA,"Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit Reformiert: 40,0 - 59,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 40,0 - 59,9 %","Mehrheit reformiert: 40,0 - 59,9 %","Mehrheit reformiert: 40,0 - 59,9 %","Mehrheit katholisch: 20,0 - 39,9 %","Mehrheit mit anderer oder ohne Religionszugehörigkeit: 40,0 - 59,9 %","Mehrheit mit anderer oder ohne Religionszugehörigkeit: 40,0 - 59,9 %",11880,"GE",2500,"Cant. de Genève","Bellevue","1855-01-01"
"1733",6618,"Confignon",NA,"Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %",11651,"GE",2500,"Cant. de Genève","Confignon","1851-01-01"
"1734",6624,"Gy",NA,"Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit Reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 40,0 - 59,9 %","Mehrheit reformiert: 40,0 - 59,9 %","Mehrheit reformiert: 40,0 - 59,9 %","Mehrheit reformiert: 20,0 - 39,9 %","Mehrheit mit anderer oder ohne Religionszugehörigkeit: 40,0 - 59,9 %","Mehrheit mit anderer oder ohne Religionszugehörigkeit: 40,0 - 59,9 %",11959,"GE",2500,"Cant. de Genève","Gy","1851-01-01"
"1735",6627,"Laconnex",NA,"Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %",12575,"GE",2500,"Cant. de Genève","Laconnex","1851-01-01"
"1736",6631,"Onex",NA,"Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit Katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit reformiert: 40,0 - 59,9 %","Mehrheit reformiert: 40,0 - 59,9 %","Mehrheit reformiert: 40,0 - 59,9 %","Mehrheit reformiert: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %",12484,"GE",2500,"Cant. de Genève","Onex","1851-01-01"
"1737",6633,"Plan-les-Ouates",NA,"Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %",13114,"GE",2500,"Cant. de Genève","Plan-les-Ouates","1851-01-01"
"1738",6636,"Puplinge",NA,"Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %",13094,"GE",2500,"Cant. de Genève","Puplinge","1851-01-01"
"1739",619,"Oberdiessbach",NA,NA,"Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit Reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %",15635,"BE",246,"Bern-Mittelland","Oberdiessbach","2014-01-01"
"1740",909,"Trubschachen",NA,NA,"Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit Reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %",15319,"BE",245,"Emmental","Trubschachen","2010-01-01"
"1741",4311,"Leibstadt",NA,NA,"Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %",12694,"AG",1911,"Zurzach","Leibstadt","1866-01-01"
"1742",5535,"Saint-Barthélemy (VD)",NA,NA,"Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %",14612,"VD",2223,"Gros-de-Vaud","Saint-Barthélemy (VD)","2006-09-01"
"1743",6292,"St. Niklaus",NA,NA,"Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %",10375,"VS",2313,"Visp","St. Niklaus","1870-01-01"
"1744",6613,"Chêne-Bourg",NA,NA,"Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %",11535,"GE",2500,"Cant. de Genève","Chêne-Bourg","1869-01-01"
"1745",6640,"Thônex",NA,NA,"Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 60,0 - 79,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit reformiert: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %",10569,"GE",2500,"Cant. de Genève","Thônex","1869-01-01"
"1746",39,"Thalheim an der Thur",NA,NA,NA,"Mehrheit reformiert: ≥ 80,0 %","Mehrheit Reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %",10563,"ZH",102,"Andelfingen","Thalheim an der Thur","1878-01-01"
"1747",41,"Truttikon",NA,NA,NA,"Mehrheit reformiert: ≥ 80,0 %","Mehrheit Reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %",10899,"ZH",102,"Andelfingen","Truttikon","1879-01-01"
"1748",353,"Bremgarten bei Bern",NA,NA,NA,"Mehrheit reformiert: ≥ 80,0 %","Mehrheit Reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %",15031,"BE",246,"Bern-Mittelland","Bremgarten bei Bern","2010-01-01"
"1749",1208,"Göschenen",NA,NA,NA,"Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %",12032,"UR",400,"Kt. Uri","Göschenen","1875-01-01"
"1750",3712,"Zillis-Reischen",NA,NA,NA,"Mehrheit reformiert: ≥ 80,0 %","Mehrheit Reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: ≥ 80,0 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %","Mehrheit reformiert: 60,0 - 79,9 %",15992,"GR",1851,"Viamala","Zillis-Reischen","2017-01-01"
"1751",4671,"Kreuzlingen",NA,NA,NA,"Mehrheit reformiert: 40,0 - 59,9 %","Mehrheit Reformiert: 40,0 - 59,9 %","Mehrheit reformiert: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit reformiert: 40,0 - 59,9 %","Mehrheit reformiert: 40,0 - 59,9 %","Mehrheit reformiert: 40,0 - 59,9 %","Mehrheit reformiert: 40,0 - 59,9 %","Mehrheit reformiert: 40,0 - 59,9 %","Mehrheit reformiert: 40,0 - 59,9 %","Mehrheit reformiert: 40,0 - 59,9 %","Mehrheit katholisch: 40,0 - 59,9 %","Mehrheit katholisch: 20,0 - 39,9 %","Mehrheit katholisch: 20,0 - 39,9 %",15408,"TG",2013,"Kreuzlingen","Kreuzlingen","2011-01-01"
"1752",6025,"Vétroz",NA,NA,NA,"Mehrheit katholisch: ≥ 80,0 %","Mehrheit Katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %","Mehrheit katholisch: ≥ 80,0 %",10923,"VS",2302,"Conthey","Vétroz","1880-01-01"
