Regions_ID;Regionsname;y_1850;y_1860;y_1870;y_1880;y_1890;y_1900;y_1910;y_1920;y_1930;y_1940;y_1950;y_1960;y_1970;y_1980;y_1990;y_2000;y_2014;Kanton;;;;;;
1517;Villarzel;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;VD;;;;;;
1518;Château-d'Oex;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;VD;;;;;;
1519;Rossinière;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;VD;;;;;;
1520;Rougemont;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;VD;;;;;;
1521;Allaman;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;VD;;;;;;
1522;Bursinel;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;VD;;;;;;
1523;Bursins;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;VD;;;;;;
1524;Burtigny;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;VD;;;;;;
1525;Dully;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 20,0 - 39,9 %;Mehrheit reformiert: 20,0 - 39,9 %;Mehrheit reformiert: 20,0 - 39,9 %;VD;;;;;;
1526;Essertines-sur-Rolle;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;VD;;;;;;
1527;Gilly;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;VD;;;;;;
1528;Luins;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;VD;;;;;;
1529;Mont-sur-Rolle;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;VD;;;;;;
1530;Perroy;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;VD;;;;;;
1531;Rolle;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit katholisch: 20,0 - 39,9 %;Mehrheit katholisch: 20,0 - 39,9 %;VD;;;;;;
1532;Tartegnin;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;VD;;;;;;
1533;Vinzel;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;VD;;;;;;
1534;L'Abbaye;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;VD;;;;;;
1535;Le Chenit;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;VD;;;;;;
1536;Le Lieu;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;VD;;;;;;
1537;Chardonne;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;VD;;;;;;
1538;Corseaux;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;VD;;;;;;
1539;Jongny;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;VD;;;;;;
1540;La Tour-de-Peilz;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 20,0 - 39,9 %;Mehrheit reformiert: 20,0 - 39,9 %;VD;;;;;;
1541;Vevey;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;VD;;;;;;
1542;Veytaux;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;Mehrheit katholisch: 40,0 - 59,9 %;VD;;;;;;
1543;Belmont-sur-Yverdon;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;VD;;;;;;
1544;Bioley-Magnoux;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;VD;;;;;;
1545;Chamblon;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;VD;;;;;;
1546;Champvent;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;VD;;;;;;
1547;Chavannes-le-Chêne;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;VD;;;;;;
1548;Cheseaux-Noréaz;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;Mehrheit reformiert: 40,0 - 59,9 %;VD;;;;;;
1549;Cronay;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit Reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: ≥ 80,0 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;Mehrheit reformiert: 60,0 - 79,9 %;VD;;;;;;
